127.0.0.1, 2014-08-27 19:57:23, GET, /, HTTP/1.1, 303, 0.024391
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/default/index, HTTP/1.1, 200, 1.171793
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.000621
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.000569
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.000610
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/css/web2py.css, HTTP/1.1, 200, 0.000639
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.002047
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.000561
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.000647
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.000644
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/css/web2py_bootstrap.css, HTTP/1.1, 200, 0.000622
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/web2py_bootstrap.js, HTTP/1.1, 200, 0.000597
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.000521
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.000546
127.0.0.1, 2014-08-27 19:57:24, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.000505
127.0.0.1, 2014-08-27 19:57:25, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.000629
127.0.0.1, 2014-08-27 19:57:25, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.000634
127.0.0.1, 2014-08-27 19:57:25, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.000567
127.0.0.1, 2014-08-27 19:59:16, GET, /welcome/static/images/glyphicons-halflings.png, HTTP/1.1, 200, 0.000600
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/default/index, HTTP/1.1, 200, 0.161599
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/js/jquery.js, HTTP/1.1, 200, 0.000701
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/css/calendar.css, HTTP/1.1, 200, 0.000628
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/js/calendar.js, HTTP/1.1, 200, 0.000485
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.000624
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 200, 0.000596
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.000678
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/js/web2py.js, HTTP/1.1, 200, 0.007451
127.0.0.1, 2014-08-27 19:59:19, GET, /admin/static/_2.9.5/plugin_multiselect/start.js, HTTP/1.1, 200, 0.003516
